# q = 3
# Integers covered = [1, 2150418490766337)
# 2150418490766337 ~ 3^32.14
# every order is realizable with ordinary AV
# every order is realizable with squarefree AV
# total wall time = 29.24 seconds
#
# Each line has the following format:
# a:b:c:pol:r:mu_ord_lower:construction
# where:
# - a, b, c, r are integers
# - pol is a list of lists of integers, each list represents a monic Weil polynomial of degree 2n given by their n+1 leading coefficients,
# - mu_ord_lower is a real number
# - construction is a string in {'hat', 'logexp', 'exhaust', 'small'}
#
# For each (monic) Weil polynomial h(x) represented by pol we have h(1) = c.
# For construction is {logexp', 'exhaust', 'small'} we have mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# There are four cases, depending on the string construction:
# - 'hat'
# In this case, the row represents the output of Construction 9.5.
# Precisely, the list poly only represents one polynomial h(x) obtained via Construction 9.1,
# and the nth-coefficient of h is coprime to p.
# Let S_h be the set of integral polynomials obtained by integrally modifying
# the coefficients x^n, ..., x^(n + (r-1)) by at most floor(q/2) of h(x), and
# the lower coefficients accordingly to keep the q-symmetry.
# One can then realize every integer in [a, b) as f(1) with f in S_h.
# mu_ord_lower is a lower bound for mu_ord as defined in Section 9.
#
# - 'logexp'
# In this case, r=1, and poly  represents two Weil polynomials h0(x) and h1(x), such that
# (a) h0^[n] != h1^[n] mod p, and thus every number in [a, b) may be represented by an order of
# a squarefree ordinary abelian variety.
# (b) {h0, h1} < {g, g^+, g^-}, where g(x) = hat(h(x)) where h(x) is the polynomial
# produced by Construction 9.1 Steps 1-5, and g^+/- =  g(x) +/- (qx^{n-1} - (q+1)x^n + x^{n+1}).
# Furthermore, mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# - 'exhaust'
# As in 'logexp', but condition (b) is replaced with:
# (b') h0 and h1 have the same (n-1) leading coefficients as hat(h(x))
#
# - 'small'
# In this case the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 2, then condition (a) from 'logexp' holds and the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 1, ordinariness or squarefreeness might fail.
#
1:2:1:[[1]]:0:0:small
2:4:3:[[1, -1], [1, -4, 9]]:1:0:small
3:7:4:[[1, -3, 6], [1, -2, 2]]:1:0:logexp
5:13:8:[[1, -1, 2], [1, 0, -2]]:1:0:logexp
9:12:10:[[1, -3, 4, -4], [1, -3, 5, -8]]:1:0:logexp
11:16:13:[[1, -2, 0, 5], [1, -2, 1, 1]]:1:0:logexp
14:25:17:[[1, -1, -1, 3], [1, -1, 0, -1]]:1:0:logexp
18:31:25:[[1, 0, -1, 1], [1, 0, 0, -3]]:1:0:logexp
26:32:28:[[1, -3, 4, -4, 6], [1, -3, 4, -3, 2]]:1:0:logexp
29:37:33:[[1, -3, 5, -6, 9], [1, -3, 5, -5, 5]]:1:0:logexp
34:44:39:[[1, -2, 1, 1, -1], [1, -2, 1, 2, -5]]:1:0:logexp
40:55:46:[[1, -2, 3, -4, 6], [1, -2, 3, -3, 2]]:1:0:logexp
47:66:54:[[1, -1, 0, 0, 0], [1, -1, 0, 1, -4]]:1:0:logexp
55:56:55:[[1, -1, 0, 0, 1]]:0:0.0633833718789870:hat
56:79:66:[[1, -1, 2, -4, 8], [1, -1, 2, -3, 4]]:1:0:logexp
67:68:67:[[1, -1, 2, -2, 1]]:0:0.0191838569681030:hat
68:91:74:[[1, 0, -1, 0, 2], [1, 0, -1, 1, -2]]:1:0:logexp
75:88:81:[[1, 0, 0, 0, -1]]:2:0.529772132492345:hat
82:87:84:[[1, 0, 0, 1, -2]]:1:0.281766487206914:hat
85:90:87:[[1, 0, 1, -1, -1]]:1:0.130916311179000:hat
88:100:93:[[1, -3, 5, -6, 3, 3], [1, -3, 5, -6, 4, -1]]:1:0:logexp
94:110:102:[[1, -3, 6, -10, 13, -16], [1, -3, 6, -10, 14, -20]]:1:0:logexp
103:108:105:[[1, 1, 0, -1, -1]]:1:0.132391353940961:hat
106:123:113:[[1, -2, 1, 1, -2, 3], [1, -2, 1, 1, -1, -1]]:1:0:logexp
114:134:121:[[1, -2, 2, -2, 2, -3], [1, -2, 2, -2, 3, -7]]:1:0:logexp
122:123:122:[[1, -2, 2, -2, 2, -2]]:0:0.0457269702086456:hat
123:124:123:[[1, -2, 2, -2, 3, -5]]:0:0.0606130364549020:hat
124:125:124:[[1, -2, 2, -1, -1, 2]]:0:0.0331437864252866:hat
125:130:127:[[1, -2, 2, -1, 0, 1]]:1:0.0999555467623806:hat
128:133:130:[[1, -2, 2, 0, -2, 2]]:1:0.114482765044026:hat
131:136:133:[[1, -2, 3, -5, 8, -13]]:1:0.0976993745795590:hat
134:139:136:[[1, -2, 3, -4, 4, -4]]:1:0.152232316394140:hat
137:142:139:[[1, -2, 3, -3, 1, 1]]:1:0.171642660722341:hat
140:145:142:[[1, -2, 3, -3, 3, -4]]:1:0.124119372500730:hat
143:144:143:[[1, -2, 3, -3, 4, -7]]:0:0.0341239109792547:hat
144:149:146:[[1, -2, 3, -2, 0, 2]]:1:0.112014837974710:hat
147:152:149:[[1, -1, -1, 2, -1, -1]]:1:0.0916192799396580:hat
150:155:152:[[1, -1, -1, 2, 0, -2]]:1:0.170655376095748:hat
153:158:155:[[1, -1, -1, 3, -2, -1]]:1:0.172958258558412:hat
156:161:158:[[1, -1, 0, -1, 2, -2]]:1:0.148860662461725:hat
159:172:165:[[1, -1, 0, 0, 1, -1]]:2:0.256997462791709:hat
166:199:182:[[1, -1, 1, -1, 1, -2]]:3:0.371082884683938:hat
183:196:189:[[1, -1, 1, 0, 0, -1]]:2:0.320041096520936:hat
190:203:196:[[1, -1, 2, -3, 3, -4]]:2:0.253986401465015:hat
197:230:213:[[1, 0, -1, -1, 2, -1]]:3:0.374196236842193:hat
214:227:220:[[1, 0, -1, 0, 2, -4]]:2:0.361717787380437:hat
221:254:237:[[1, 0, 0, -1, 1, -1]]:3:0.479030268428451:hat
238:271:254:[[1, 0, 0, 1, 1, -4]]:3:0.445510579991407:hat
2066231740:2195371937:2130801838:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 5, -2, -5, 5, -2, 2, 4, -7, -2, 8]]:17:0.341775923848400:hat
2130801839:2259942036:2195371937:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -1, 2, 2, -1, -4, 3, 2, -2, -1, 1, -1]]:17:0.412539743373636:hat
2195371938:2324512135:2259942036:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -2, 2, -3, 3, 0, -1, -2, 3, 1, -4, 3, -4]]:17:0.370430601656154:hat
2259942037:2389082234:2324512135:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 2, -3, 0, 2, -1, 0, 0, 1]]:17:0.422019854351247:hat
2324512136:2711932661:2518222398:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -5, 6, -5, 5, -6, 4, -2, 4]]:18:0.511150835694158:hat
2518222399:2905642924:2711932661:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -2, 0, 1, -1, 0, 2, -2, -1]]:18:0.578062697753402:hat
2711932662:3099353187:2905642924:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -5, 6, -5, 5, -4, 3, -4, 2]]:18:0.562107438453825:hat
2905642925:4067904430:3486773677:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, 0, 1, 0, -1, -1, 1, -1]]:19:0.996331275409610:hat
3486773678:3529820431:3508297054:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 2, -3, 6, -9, 13, -18, 18, -13, 8, -3, -1, 2]]:16:0.130491726180242:hat
3508297055:3551343808:3529820431:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 8, -8, 6, -1, -3, 5, -7, 8, -8, 8, -7, 7]]:16:0.125605805638216:hat
3529820432:3572867185:3551343808:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -6, 5, -1, -3, 4, -5, 7, -9, 10, -9, 10, -15, 22]]:16:0.143343023772723:hat
3551343809:3594390562:3572867185:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -30, 38, -47, 50, -55, 70, -85, 91, -100, 122, -175]]:16:0.140385326905509:hat
3572867186:3702007383:3637437284:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 2, -2, 1, 2, -4, 3, -1, -1, 3, -3, 1, 1, -2]]:17:0.152238180689621:hat
3637437285:3766577482:3702007383:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 22, -31, 41, -46, 45, -45, 53, -65, 71, -68, 61, -71]]:17:0.172566336956016:hat
3702007384:3831147581:3766577482:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 6, -6, 5, -1, -6, 13, -19, 25, -28, 24, -15, 7, -4]]:17:0.173862085437822:hat
3766577483:3895717680:3831147581:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 11, -7, 2, 6, -17, 27, -31, 28, -19, 4, 17, -36, 53]]:17:0.184339679352603:hat
3831147582:3874194335:3852670958:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 21, -16, 7, 4, -13, 15, -13, 12, -13, 18, -24, 19, -10]]:16:0.146898291017502:hat
3852670959:3895717712:3874194335:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -8, 8, -9, 12, -14, 13, -10, 5, -2, 3, -4, 5, -7]]:16:0.150977758491509:hat
3874194336:4003334533:3938764434:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -10, 10, -10, 9, -8, 7, -4, -1, 5, -7, 9, -7, 2]]:17:0.180279146454486:hat
3938764435:4067904632:4003334533:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, 0, -16, 29, -33, 26, -10, -11, 30, -40, 39, -25, 11]]:17:0.188447556283522:hat
4003334534:4132474731:4067904632:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -6, 6, -7, 11, -18, 25, -30, 33, -35, 35, -34, 35, -46]]:17:0.202378308290185:hat
4067904633:4197044830:4132474731:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 5, -10, 18, -29, 39, -43, 41, -35, 29, -25, 24, -31]]:17:0.226139911790253:hat
4132474732:4261614929:4197044830:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -2, 1, 2, -1, -7, 17, -19, 8, 9, -18, 11, 6, -22]]:17:0.232230556337956:hat
4197044831:4326185028:4261614929:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 9, -13, 14, -8, 1, 0, 2, 3, -15, 23, -18, 13]]:17:0.241758372508792:hat
4261614930:4390755127:4326185028:[[1, -3, 6, -10, 13, -14, 13, -8, 0, 8, -15, 16, -7, -10, 35, -63, 84, -93, 84, -53, 9, 28]]:17:0.222950970533935:hat
4326185029:4713605554:4519895291:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 12, -13, 17, -25, 37, -50, 61, -69, 75, -80, 84, -107]]:18:0.270066106571830:hat
4519895292:4649035489:4584465390:[[1, -2, 1, -1, 4, -6, 6, -6, 7, -12, 18, -17, 14, -19, 30, -36, 31, -27, 37, -52, 55, -62]]:17:0.185884700363085:hat
4584465391:4713605588:4649035489:[[1, -2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 2, -2, -1, 1, -1, 2, 1, -7]]:17:0.178329204458366:hat
4649035490:4778175687:4713605588:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -2, 2, -3, 6, -8, 7, -5, 6, -9, 10, -9, 10, -16]]:17:0.208486341312459:hat
4713605589:4842745786:4778175687:[[1, -2, 1, 1, -3, 4, -4, 3, 2, -9, 11, -6, -3, 11, -14, 11, -1, -13, 21, -17, 1, 17]]:17:0.202339194245562:hat
4778175688:4907315885:4842745786:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 3, -9, 11, -8, 5, -3, -2, 9, -10, 8]]:17:0.229961981937211:hat
4842745787:5230166312:5036456049:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 1, -4, 2, 5, -9, 2, 12, -19, 9, 11, -22, 15, -7]]:18:0.286783037489708:hat
5036456050:5423876575:5230166312:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, 0, -1, 1, 1, -2, 1, 1, -2]]:18:0.267456445906725:hat
5230166313:5617586838:5423876575:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -2, 1, -1, 3, -3, 2, -1, 1]]:18:0.319047033736683:hat
5423876576:5811297101:5617586838:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -1, -2, 1, 2, -4, 3, 0, -2, 0, 5, -8, 2, 8]]:18:0.381727946245902:hat
5617586839:6005007364:5811297101:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 4, -4, 3, -2, 2, -3, 4, -4, 2, 0, 0, -1]]:18:0.356758691058469:hat
5811297102:6198717627:6005007364:[[1, -2, 3, -3, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, -1, 4, -6, 5, -1, -4, 6, -8]]:18:0.408446966367765:hat
6005007365:6392427890:6198717627:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 13, -16, 13, -3, -10, 23, -27, 20, -2, -19, 33, -47]]:18:0.396479804847489:hat
6198717628:6586138153:6392427890:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 5, 0, -7, 2, 2, 1, 4, -5, -6, 3, 8]]:18:0.342500434569578:hat
6392427891:6779848416:6586138153:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -1, 3, 0, -2, 2, -2, -1, 4, 0, -5, 2, 5]]:18:0.412842776327607:hat
6586138154:6973558679:6779848416:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, 0, -1, 2, -1, 2, -5, 7, -10]]:18:0.370656286431479:hat
6779848417:7167268942:6973558679:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -2, 1, 0, 2, -3, 0, 1, -1]]:18:0.422210572315716:hat
6973558680:8135820185:7554689432:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, 0, 0, -2, 3, -1, 2, -4, 4]]:19:0.511480915570497:hat
7554689433:8716950938:8135820185:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -2, 1, 1, -2, 2, -2, 3, -7]]:19:0.577362219687990:hat
8135820186:9298081691:8716950938:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, -1, 3, -2, 4, -3, 3, -2, -4]]:19:0.561304047155298:hat
8716950939:12203735380:10460343159:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, 1, 1, -1, 0, 0, 1, -7]]:20:0.997968949443337:hat
10460343160:10589483357:10524913258:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 2, -3, 7, -11, 12, -12, 11, -9, 10, -14, 17, -18, 22]]:17:0.130666830672350:hat
10524913259:10654053456:10589483357:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 8, -8, 7, -4, 2, -2, 1, 2, -5, 5, -2, 0, -1]]:17:0.125858729607375:hat
10589483358:10718623555:10654053456:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -6, 5, -1, -2, 1, 0, -1, 5, -10, 14, -15, 15, -21, 34]]:17:0.143628787183523:hat
10654053457:10783193654:10718623555:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -29, 33, -37, 39, -44, 50, -50, 49, -53, 51, -39, 41]]:17:0.140375844796262:hat
10718623556:11106044081:10912333818:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 2, -2, 2, -3, 6, -7, 2, 5, -9, 10, -9, 6, -1, -4]]:18:0.152209135066808:hat
10912333819:11299754344:11106044081:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 22, -30, 36, -36, 35, -41, 51, -52, 42, -36, 42, -47, 55]]:18:0.172710972471461:hat
11106044082:11493464607:11299754344:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 6, -6, 5, 0, -9, 17, -20, 20, -20, 16, -3, -15, 26, -34]]:18:0.174130999062698:hat
11299754345:11687174870:11493464607:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 11, -7, 2, 7, -20, 31, -33, 28, -20, 8, 14, -40, 57, -77]]:18:0.184488634490799:hat
11493464608:11622604805:11558034706:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 21, -16, 7, 5, -16, 20, -19, 13, -1, -11, 20, -26, 22, -16]]:17:0.147094224557364:hat
11558034707:11687174904:11622604805:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 7, -3, -4, 12, -20, 27, -31, 33, -33, 31, -37]]:17:0.150945550773983:hat
11622604806:12010025331:11816315068:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -10, 10, -10, 9, -5, -2, 10, -18, 25, -28, 27, -24, 22, -28]]:18:0.180719507026946:hat
11816315069:12203735594:12010025331:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, 0, -16, 30, -36, 30, -11, -18, 48, -67, 65, -36, -13, 59]]:18:0.188731092459351:hat
12010025332:12397445857:12203735594:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -7, 8, -8, 8, -8, 9, -11, 13, -13, 14]]:18:0.202341255484588:hat
12203735595:12591156120:12397445857:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 5, -9, 13, -18, 22, -20, 11, 0, -5, 4, -3, 4, -5]]:18:0.225861081066933:hat
12397445858:12784866383:12591156120:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -2, 1, 3, -7, 10, -13, 17, -19, 13, 2, -20, 30, -26, 22]]:18:0.232222213988274:hat
12591156121:12978576646:12784866383:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 9, -13, 15, -12, 11, -16, 22, -19, 10, -8, 18, -26, 29]]:18:0.241649156581064:hat
12784866384:13172286909:12978576646:[[1, -3, 6, -10, 13, -14, 13, -8, 0, 8, -15, 17, -12, 2, 12, -27, 37, -37, 24, 1, -32, 60, -92]]:18:0.222770032358938:hat
12978576647:14140838152:13559707399:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 12, -12, 12, -13, 15, -19, 23, -26, 28, -28, 29, -31, 41]]:19:0.269760569604950:hat
13559707400:13947127925:13753417662:[[1, -2, 1, -1, 4, -6, 6, -6, 7, -12, 18, -17, 15, -21, 30, -37, 39, -36, 44, -64, 72, -67, 80]]:18:0.186016628504318:hat
13753417663:14140838188:13947127925:[[1, -2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -2, 2, -1, 1, -2, 2, -1, -1]]:18:0.178436507561268:hat
13947127926:14334548451:14140838188:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -4, 5, -7, 6, -3, 4, -7, 8]]:18:0.208169949986791:hat
14140838189:14528258714:14334548451:[[1, -2, 1, 1, -3, 4, -4, 3, 2, -9, 11, -6, -2, 8, -10, 9, -3, -7, 13, -9, -4, 16, -25]]:18:0.202620899862798:hat
14334548452:14721968977:14528258714:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 3, -7, 8, -8, 8, -6, 3, 0, -6, 15, -26]]:18:0.230474810813029:hat
14528258715:15690520220:15109389467:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 1, -4, 3, 1, -5, 5, 0, -6, 6, 0, -7, 8, -2, -5]]:19:0.286645424367913:hat
15109389468:16271650973:15690520220:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -4, 5, -7, 8, -7, 6, -6, 8]]:19:0.267742143420611:hat
15690520221:16852781726:16271650973:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -1, -2, 3, -1, 0, -2, 5, -7]]:19:0.319257112850329:hat
16271650974:17433912479:16852781726:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -1, -2, 1, 3, -7, 7, -2, -4, 4, 3, -9, 5, 6, -16]]:19:0.381804582315165:hat
16852781727:18015043232:17433912479:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -5, 6, -6, 6, -4, 3, -2, 1, -1, -1]]:19:0.357113138262322:hat
17433912480:18596173985:18015043232:[[1, -2, 3, -3, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -3, 0, 2, -3, 5, -7, 10, -16]]:19:0.408580950083105:hat
18015043233:19177304738:18596173985:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 13, -15, 9, 3, -16, 22, -18, 3, 16, -30, 31, -13, -7]]:19:0.395802942161900:hat
18596173986:19758435491:19177304738:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 5, 0, -6, 3, 0, -1, 6, -3, -5, 2, 1, 2]]:19:0.343198579822525:hat
19177304739:20339566244:19758435491:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -1, 3, 0, 0, -1, -2, 1, 5, -5, -4, 6, 2, -7]]:19:0.413281637081167:hat
19758435492:20920696997:20339566244:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -2, 2, -2, 1, 1, 1, -3, 0, 2, 0, -4, 4, 0, -2]]:19:0.371272267514270:hat
20339566245:21501827750:20920696997:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -1, -1, 0, 1, -1, 2, -1, -1]]:19:0.422377517669557:hat
20920696998:24407481439:22664089218:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -4, 5, -6, 7, -5, 4, -5, 2]]:20:0.511813908391821:hat
22664089219:26150873660:24407481439:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -1, -2, 4, -2, 1, 0, 0, -1]]:20:0.577155481210903:hat
24407481440:27894265881:26150873660:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -4, 5, -5, 4, -3, 1, 0, -2]]:20:0.560450758379902:hat
26150873661:36611226906:31381050283:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, 1, -1, 0, -1, -1, 5]]:21:0.999129869452197:hat
31381050284:31768470809:31574760546:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 2, -2, 1, 3, -7, 8, -7, 4, 0, -4, 6, -5, 6, -10]]:18:0.130583059160916:hat
31574760547:31962181072:31768470809:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 8, -8, 8, -9, 12, -13, 9, -5, 6, -9, 8, -3, 0, -1]]:18:0.125840820868101:hat
31768470810:32155891335:31962181072:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -6, 5, -1, -2, 2, -3, 4, -5, 11, -18, 23, -29, 33, -35, 46]]:18:0.143754792713587:hat
31962181073:32349601598:32155891335:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -29, 34, -42, 49, -56, 65, -76, 88, -98, 106, -121, 146, -203]]:18:0.140368259818101:hat
32155891336:33318152841:32737022088:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 3, -9, 12, -9, 1, 7, -9, 5, 0, -4]]:19:0.152186858237370:hat
32737022089:33899283594:33318152841:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 22, -30, 37, -41, 45, -52, 60, -67, 77, -90, 97, -98, 107, -151]]:19:0.172759451795564:hat
33318152842:34480414347:33899283594:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 6, -6, 5, 1, -14, 27, -30, 21, -8, -3, 14, -28, 43, -53, 70]]:19:0.174082966957108:hat
33899283595:35061545100:34480414347:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 11, -7, 2, 7, -19, 28, -29, 24, -13, -3, 20, -31, 38, -39, 41]]:19:0.184665678027044:hat
34480414348:34867834873:34674124610:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 21, -16, 7, 5, -15, 17, -15, 11, -7, 10, -18, 21, -15, -3, 28]]:18:0.147206828443043:hat
34674124611:35061545136:34867834873:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 7, -6, 7, -10, 15, -19, 21, -21, 19, -23]]:18:0.150895541828536:hat
34867834874:36030096379:35448965626:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -10, 10, -10, 10, -10, 9, -8, 9, -11, 12, -12, 11, -7, 1, 2]]:19:0.180650827067140:hat
35448965627:36611227132:36030096379:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, 0, -16, 30, -35, 27, -7, -21, 48, -61, 51, -17, -33, 80, -127]]:19:0.188857462419014:hat
36030096380:37192357885:36611227132:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 5, -4, 5, -7, 8, -7, 5, -2, -1, 2]]:19:0.202453805674368:hat
36611227133:37773488638:37192357885:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 5, -9, 13, -17, 19, -16, 8, 1, -5, 1, 6, -11, 15, -23]]:19:0.225935313808689:hat
37192357886:38354619391:37773488638:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -2, 1, 3, -6, 5, -2, 1, -5, 10, -9, -3, 19, -29, 25, -20]]:19:0.232009071756665:hat
37773488639:38935750144:38354619391:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 9, -13, 15, -11, 7, -7, 11, -12, 9, -4, 3, -6, 11, -17]]:19:0.241553545189041:hat
38354619392:39516880897:38935750144:[[1, -3, 6, -10, 13, -14, 13, -8, 0, 8, -15, 17, -12, 3, 9, -23, 35, -44, 48, -43, 29, -10, -12, 34]]:19:0.222858977931765:hat
38935750145:42422534586:40679142365:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 12, -12, 12, -12, 11, -9, 5, 1, -7, 13, -16, 18, -19, 23]]:20:0.269960786347083:hat
40679142366:41841403871:41260273118:[[1, -2, 1, -1, 4, -6, 6, -6, 7, -12, 18, -17, 16, -25, 34, -37, 42, -48, 57, -72, 80, -86, 104, -146]]:19:0.185958522225270:hat
41260273119:42422534624:41841403871:[[1, -2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -1, -1, 3, -2, -2, 3, -1, -1]]:19:0.178532893506260:hat
41841403872:43003665377:42422534624:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, 1, -2, 0, 4, -6, 3, 0, 2]]:19:0.208294977023839:hat
42422534625:43584796130:43003665377:[[1, -2, 1, 1, -3, 4, -4, 3, 2, -9, 11, -6, -2, 9, -13, 13, -6, -8, 20, -20, 9, 4, -14, 23]]:19:0.202725579802899:hat
43003665378:44165926883:43584796130:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 4, -11, 12, -6, 0, 2, -3, 4, -6, 12, -17, 20]]:19:0.230322356920649:hat
43584796131:47071580572:45328188351:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 2, 3, -4, -2, 8, -8, -1, 12, -10, -1]]:20:0.286641473631361:hat
45328188352:48814972793:47071580572:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, 1, -2, 1, 1, -3, 4, -3, 2]]:20:0.267845697627121:hat
47071580573:50558365014:48814972793:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -1, 0, -1, 3, -3, 1, 0, -1]]:20:0.319416730502274:hat
